2023-03-08 19:56:51,913 INFO    StreamThr :4194 [internal.py:wandb_internal():90] W&B internal server running at pid: 4194, started at: 2023-03-08 19:56:51.910203
2023-03-08 19:56:51,921 DEBUG   HandlerThread:4194 [handler.py:handle_request():144] handle_request: status
2023-03-08 19:56:51,925 INFO    WriterThread:4194 [datastore.py:open_for_write():85] open: /home/daniel/Repos/Mujoco_Python_Sandbox/value_gradient/wandb/run-20230308_195651-7qmjj9tt/run-7qmjj9tt.wandb
2023-03-08 19:56:51,938 DEBUG   SenderThread:4194 [sender.py:send():336] send: header
2023-03-08 19:56:51,950 DEBUG   SenderThread:4194 [sender.py:send():336] send: run
2023-03-08 19:56:52,450 INFO    SenderThread:4194 [dir_watcher.py:__init__():219] watching files in: /home/daniel/Repos/Mujoco_Python_Sandbox/value_gradient/wandb/run-20230308_195651-7qmjj9tt/files
2023-03-08 19:56:52,451 DEBUG   HandlerThread:4194 [handler.py:handle_request():144] handle_request: check_version
2023-03-08 19:56:52,451 INFO    SenderThread:4194 [sender.py:_start_run_threads():1081] run started: 7qmjj9tt with start time 1678305411.904174
2023-03-08 19:56:52,453 DEBUG   SenderThread:4194 [sender.py:send_request():363] send_request: summary_record
2023-03-08 19:56:52,454 INFO    SenderThread:4194 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-08 19:56:52,456 DEBUG   SenderThread:4194 [sender.py:send_request():363] send_request: check_version
2023-03-08 19:56:52,697 DEBUG   HandlerThread:4194 [handler.py:handle_request():144] handle_request: run_start
2023-03-08 19:56:52,717 DEBUG   HandlerThread:4194 [system_info.py:__init__():31] System info init
2023-03-08 19:56:52,718 DEBUG   HandlerThread:4194 [system_info.py:__init__():46] System info init done
2023-03-08 19:56:52,718 INFO    HandlerThread:4194 [system_monitor.py:start():183] Starting system monitor
2023-03-08 19:56:52,719 INFO    SystemMonitor:4194 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-03-08 19:56:52,723 INFO    HandlerThread:4194 [system_monitor.py:probe():204] Collecting system info
2023-03-08 19:56:52,723 INFO    SystemMonitor:4194 [interfaces.py:start():187] Started cpu monitoring
2023-03-08 19:56:52,725 INFO    SystemMonitor:4194 [interfaces.py:start():187] Started disk monitoring
2023-03-08 19:56:52,729 INFO    SystemMonitor:4194 [interfaces.py:start():187] Started gpu monitoring
2023-03-08 19:56:52,735 INFO    SystemMonitor:4194 [interfaces.py:start():187] Started memory monitoring
2023-03-08 19:56:52,739 INFO    SystemMonitor:4194 [interfaces.py:start():187] Started network monitoring
2023-03-08 19:56:52,773 DEBUG   HandlerThread:4194 [system_info.py:probe():195] Probing system
2023-03-08 19:56:52,784 DEBUG   HandlerThread:4194 [system_info.py:_probe_git():180] Probing git
2023-03-08 19:56:52,822 DEBUG   HandlerThread:4194 [system_info.py:_probe_git():188] Probing git done
2023-03-08 19:56:52,823 DEBUG   HandlerThread:4194 [system_info.py:probe():240] Probing system done
