2023-03-14 13:52:42,525 INFO    StreamThr :27027 [internal.py:wandb_internal():90] W&B internal server running at pid: 27027, started at: 2023-03-14 13:52:42.522414
2023-03-14 13:52:42,531 DEBUG   HandlerThread:27027 [handler.py:handle_request():144] handle_request: status
2023-03-14 13:52:42,536 INFO    WriterThread:27027 [datastore.py:open_for_write():85] open: /home/daniel/Repos/Mujoco_Python_Sandbox/value_gradient/wandb/run-20230314_135242-yt96cw22/run-yt96cw22.wandb
2023-03-14 13:52:42,548 DEBUG   SenderThread:27027 [sender.py:send():336] send: header
2023-03-14 13:52:42,603 DEBUG   SenderThread:27027 [sender.py:send():336] send: run
2023-03-14 13:52:43,288 INFO    SenderThread:27027 [dir_watcher.py:__init__():219] watching files in: /home/daniel/Repos/Mujoco_Python_Sandbox/value_gradient/wandb/run-20230314_135242-yt96cw22/files
2023-03-14 13:52:43,289 INFO    SenderThread:27027 [sender.py:_start_run_threads():1081] run started: yt96cw22 with start time 1678801962.516295
2023-03-14 13:52:43,289 DEBUG   SenderThread:27027 [sender.py:send_request():363] send_request: summary_record
2023-03-14 13:52:43,290 INFO    SenderThread:27027 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-14 13:52:43,302 DEBUG   HandlerThread:27027 [handler.py:handle_request():144] handle_request: check_version
2023-03-14 13:52:43,303 DEBUG   SenderThread:27027 [sender.py:send_request():363] send_request: check_version
2023-03-14 13:52:43,456 DEBUG   HandlerThread:27027 [handler.py:handle_request():144] handle_request: run_start
2023-03-14 13:52:43,469 DEBUG   HandlerThread:27027 [system_info.py:__init__():31] System info init
2023-03-14 13:52:43,469 DEBUG   HandlerThread:27027 [system_info.py:__init__():46] System info init done
2023-03-14 13:52:43,469 INFO    HandlerThread:27027 [system_monitor.py:start():183] Starting system monitor
2023-03-14 13:52:43,470 INFO    SystemMonitor:27027 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-03-14 13:52:43,470 INFO    HandlerThread:27027 [system_monitor.py:probe():204] Collecting system info
2023-03-14 13:52:43,473 INFO    SystemMonitor:27027 [interfaces.py:start():187] Started cpu monitoring
2023-03-14 13:52:43,475 INFO    SystemMonitor:27027 [interfaces.py:start():187] Started disk monitoring
