2023-03-13 13:13:24,051 INFO    StreamThr :3867 [internal.py:wandb_internal():90] W&B internal server running at pid: 3867, started at: 2023-03-13 13:13:24.049327
2023-03-13 13:13:24,056 DEBUG   HandlerThread:3867 [handler.py:handle_request():144] handle_request: status
2023-03-13 13:13:24,065 INFO    WriterThread:3867 [datastore.py:open_for_write():85] open: /home/daniel/Repos/Mujoco_Python_Sandbox/value_gradient/wandb/run-20230313_131324-bec85t0m/run-bec85t0m.wandb
2023-03-13 13:13:24,070 DEBUG   SenderThread:3867 [sender.py:send():336] send: header
2023-03-13 13:13:24,141 DEBUG   SenderThread:3867 [sender.py:send():336] send: run
2023-03-13 13:13:24,687 INFO    SenderThread:3867 [dir_watcher.py:__init__():219] watching files in: /home/daniel/Repos/Mujoco_Python_Sandbox/value_gradient/wandb/run-20230313_131324-bec85t0m/files
2023-03-13 13:13:24,687 INFO    SenderThread:3867 [sender.py:_start_run_threads():1081] run started: bec85t0m with start time 1678713204.043322
2023-03-13 13:13:24,688 DEBUG   SenderThread:3867 [sender.py:send_request():363] send_request: summary_record
2023-03-13 13:13:24,689 INFO    SenderThread:3867 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-13 13:13:24,696 DEBUG   HandlerThread:3867 [handler.py:handle_request():144] handle_request: check_version
2023-03-13 13:13:24,698 DEBUG   SenderThread:3867 [sender.py:send_request():363] send_request: check_version
2023-03-13 13:13:24,836 DEBUG   HandlerThread:3867 [handler.py:handle_request():144] handle_request: run_start
2023-03-13 13:13:24,848 DEBUG   HandlerThread:3867 [system_info.py:__init__():31] System info init
2023-03-13 13:13:24,848 DEBUG   HandlerThread:3867 [system_info.py:__init__():46] System info init done
2023-03-13 13:13:24,848 INFO    HandlerThread:3867 [system_monitor.py:start():183] Starting system monitor
2023-03-13 13:13:24,849 INFO    SystemMonitor:3867 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-03-13 13:13:24,849 INFO    HandlerThread:3867 [system_monitor.py:probe():204] Collecting system info
2023-03-13 13:13:24,852 INFO    SystemMonitor:3867 [interfaces.py:start():187] Started cpu monitoring
2023-03-13 13:13:24,854 INFO    SystemMonitor:3867 [interfaces.py:start():187] Started disk monitoring
2023-03-13 13:13:24,858 INFO    SystemMonitor:3867 [interfaces.py:start():187] Started gpu monitoring
2023-03-13 13:13:24,862 INFO    SystemMonitor:3867 [interfaces.py:start():187] Started memory monitoring
2023-03-13 13:13:24,868 INFO    SystemMonitor:3867 [interfaces.py:start():187] Started network monitoring
2023-03-13 13:13:24,916 DEBUG   HandlerThread:3867 [system_info.py:probe():195] Probing system
2023-03-13 13:13:24,931 DEBUG   HandlerThread:3867 [system_info.py:_probe_git():180] Probing git
2023-03-13 13:13:24,988 DEBUG   HandlerThread:3867 [system_info.py:_probe_git():188] Probing git done
2023-03-13 13:13:24,989 DEBUG   HandlerThread:3867 [system_info.py:probe():240] Probing system done
